全国地方公共団体コード,ID,地方公共団体名,名称,名称_カナ,名称_英字,名称_通称,POIコード,外部識別子,外部識別子の値,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,高度の種別,高度の値,電話番号,内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能時間特記事項,説明,車椅子可,車椅子貸出,ツエ貸出,バリアフリートイレ,スロープ、エレベータ、エスカレータ,点字ブロック等の移動支援,点字や読上による支援,盲導犬・介助犬、聴導犬同伴,字幕,筆談対応,優先駐車場,オストメイト対応トイレ,授乳室,おむつ替えコーナー,飲食可否,ベビーカー貸出,ベビーカー利用,URL,画像,画像_ライセンス,備考,大区分,小区分,担当課
131083,131083000127,江東区,深川老人福祉センター森下分館,フカガワロウジンフクシセンターモリシタブンカン,,森下ふれあいセンター,1499a,,,131083,,東京都江東区森下5-11-1,東京都,江東区,森下5丁目,11-1,,35.684830,139.808898,,,(03)5624-6030,,,,,1350004,,,月火水木金土日,09:00:00,17:00:00,第1・3・5日曜日は利用可。12/29～1/3は利用不可。,区内にお住まいの高齢者及び障害者のための施設で、健康の保持増進に関する事業、教養講座の開設、健康・生活等の相談事業、機能訓練、老人クラブの援助等、高齢者の健康で生きがいのある生活づくりの場として、種々の事業を行っています。また、会議室や教養娯楽室、体育室、訓練室については団体での貸切利用が可能です（利用料がかかります）。その他詳細は施設までお問い合わせください。,可,有,,有,有,,,,,,,,,,,,,https://www.city.koto.lg.jp/211101/fukushi/koresha/ikigai/kero/6678.html,https://www.city.koto.lg.jp/211101/shisetsuannai/kenkou/koreshashisetsu/fureaicenter/13893.html,,アクセス方法 都営新宿線「菊川」駅徒歩10分・都営バス「猿江一丁目」停留所徒歩5分;料金（基本） 0,福祉,老人福祉センター,長寿応援課
131083,131083000128,江東区,城東老人福祉センター,ジョウトウロウジンフクシセンター,,城東ふれあいセンター,1499a,,,131083,,東京都江東区北砂4-20-12,東京都,江東区,北砂4丁目,20-12,,35.677503,139.831953,,,(03)3640-8651,,,,,1360073,,,月火水木金土日,09:00:00,17:00:00,第1・3・5日曜日は利用可。12/29～1/3は利用不可。,区内にお住まいの高齢者及び障害者のための施設で、健康の保持増進に関する事業、教養講座の開設、健康・生活等の相談事業、機能訓練、老人クラブの援助等、高齢者の健康で生きがいのある生活づくりの場として、種々の事業を行っています。また、会議室や教養娯楽室、体育室、訓練室については団体での貸切利用が可能です（利用料がかかります）。その他詳細は施設までお問い合わせください。,可,有,,有,有,有,,,,,,,,,,,,https://www.city.koto.lg.jp/211101/fukushi/koresha/ikigai/kero/6678.html,https://www.city.koto.lg.jp/211101/shisetsuannai/kenkou/koreshashisetsu/fureaicenter/13895.html,,アクセス方法 都バス「北砂4丁目」下車 徒歩1分,福祉,老人福祉センター,長寿応援課
131083,131083000129,江東区,亀戸老人福祉センター,カメイドロウジンフクシセンター,,亀戸ふれあいセンター,1499a,,,131083,,東京都江東区亀戸9-33-2-101,東京都,江東区,亀戸9丁目,33-2-101,,35.699173,139.841995,,,(03)5609-8822,,,,,1360071,,,月火水木金土日,09:00:00,17:00:00,第1・3・5日曜日は利用可。12/29～1/3は利用不可。,区内にお住まいの高齢者及び障害者のための施設で、健康の保持増進に関する事業、教養講座の開設、健康・生活等の相談事業、機能訓練、老人クラブの援助等、高齢者の健康で生きがいのある生活づくりの場として、種々の事業を行っています。また、会議室や教養娯楽室、体育室、訓練室については団体での貸切利用が可能です（利用料がかかります）。その他詳細は施設までお問い合わせください。,可,有,,有,有,有,,,,,,,,,,,,https://www.city.koto.lg.jp/211101/fukushi/koresha/ikigai/kero/6678.html,https://www.city.koto.lg.jp/211101/shisetsuannai/kenkou/koreshashisetsu/fureaicenter/13894.html,,アクセス方法 都バス「浅間神社」下車徒歩3分,福祉,老人福祉センター,長寿応援課
131083,131083000130,江東区,児童・高齢者総合施設,ジドウコウレイシャソウゴウシセツ,,グランチャ東雲,1499a,,,131083,,東京都江東区東雲1-9-46,東京都,江東区,東雲1丁目,9-46,,35.649148,139.803428,,,(03)5548-1992,,,,,1350062,,,月火水木金土日,09:00:00,21:30:00,第3日及び12/29～1/3は利用不可。,シニアの「健康づくり」「生きがいづくり」、子どもたちの「健やかな成長」を担う施設として、たくさんのイベントやプログラムを用意しています。,可,有,,有,有,,,,,,有,,,,,,,https://www.city.koto.lg.jp/211101/fukushi/koresha/ikigai/kero/58716.html,,,アクセス方法 「豊洲」駅徒歩15分、都バス「東雲交差点」下車徒歩5分;料金（詳細） プール（60歳以上シニア）150円、一般300円、ジュニア（小学校3年生以下）150円 高齢者いこいフロア（9：00～17：00）（60歳以上シニア）300円 運動スペース（18：00～21：00）（60歳以上シニア）100円、一般350円 高齢者・児童等交流フロア（9：00～17：00）無料,福祉,児童・高齢者総合施設,長寿応援課
131083,131083000131,江東区,多機能ホーム新砂,タキノウホームシンスナ,,,1409a,,,131083,,東京都江東区新砂3-3-11,東京都,江東区,新砂3丁目,3-11,,35.666682,139.832897,,,(03)5677-1333,,,,,1360075,,,月火水木金土日,00:00,00:00,24時間・365日,高齢者が要介護状態になっても、できる限り住み慣れた地域で生活を継続できるようにする観点から、原則として日常生活圏域内でサービスの利用及び提供が完結するサービスを提供する施設です。,,,,有,,,,,,,,,,,,,,https://www.city.koto.lg.jp/212105/fukushi/kaigohoken/service/kakushisetsu/56957.html,,,アクセス方法 東西線「南砂町」駅、都バス「新砂3丁目アパート前」;料金（詳細） 要介護度と所得により異なる。別途加算料金あり。食費と宿泊費・日用品費は自費。,福祉,高齢者福祉施設,長寿応援課
131083,131083000132,江東区,グループホーム新砂,グループホームシンスナ,,,1408a,,,131083,,東京都江東区新砂3-3-11,東京都,江東区,新砂3丁目,3-11,,35.666682,139.832897,,,(03)5677-1336,,,,,1360075,,,月火水木金土日,00:00,00:00,24時間・365日,高齢者が要介護状態になっても、できる限り住み慣れた地域で生活を継続できるようにする観点から、原則として日常生活圏域内でサービスの利用及び提供が完結するサービスを提供する施設です。,,,,有,,,,,,,,,,,,,,https://www.city.koto.lg.jp/fukushi/koresha/jigyosha/koresha/index.html,,,"アクセス方法 東西線「南砂町」駅、都バス「新砂3丁目アパート前」;料金（詳細） 4,850円/日、145,500円/月。別途、介護保険の自己負担金・紙パンツ代・修繕費等負担あり。",福祉,高齢者福祉施設,長寿応援課
131083,131083000133,江東区,シルバーステイ,シルバーステイ,,,1409a,,,131083,,東京都江東区新砂3-3-11,東京都,江東区,新砂3丁目,3-11,,35.666682,139.832897,,,(03)5677-1337,,,,,1360075,,,月火水木金土日,00:00,00:00,1回当たり6泊7日まで,介護を必要とされているご高齢者を、そのご家族が一時的に介護することができない場合に、お泊り頂き、必要な介護を行うサービスを提供する施設です。（介護保険サービスではありません）。,,,,有,,,,,,,,,,,,,,https://www.city.koto.lg.jp/211103/fukushi/koresha/service/jisshi/67944.html,,,"アクセス方法 東西線「南砂町」駅、都バス「新砂3丁目アパート前」;料金（詳細） サービス料3,000円、滞在費1,600円、朝食450円、昼食700円、夕食650円。持参した日用品等が不足して購入した場合は実費負担。",福祉,高齢者福祉施設,長寿応援課
131083,131083000134,江東区,高齢者総合福祉センター,コウレイシャソウゴウフクシセンター,,,1399a,,,131083,,東京都江東区東陽6-2-17,東京都,江東区,東陽6丁目,2-17,,35.674933,139.812389,,,(03)3647-4331,,,,,1350016,,,,,,利用日、時間は各事業所による,東陽福祉会館、江東区社会福祉協議会、江東区シルバー人材センター、東陽高齢者在宅サービスセンター、東陽長寿サポートセンターからなる複合施設です。,可,有,,有,有,有,,,,,,無,,,,,,,,,アクセス方法 東西線「木場」駅、「東陽町」駅、都バス「東陽六丁目」;料金（詳細） 料金は各事業所による,福祉,高齢者福祉施設,長寿応援課
131083,131083000135,江東区,枝川高齢者在宅サービスセンター,エダガワコウレイシャザイタクサービスセンター,,,1409a,,,131083,,東京都江東区枝川1-8-15,東京都,江東区,枝川1丁目,8-15,,35.657715,139.802461,,,(03)5632-2277,,,,,1350051,,,月火水木金土日,08:00:00,20:00:00,日曜、年末年始除く,介護保険のデイサービス（通所介護）を行う事業所です。また介護予防元気いきいき事業や高齢者家族介護教室も行っています。,,,,,有,,,,,,,,,,,,,https://www.city.koto.lg.jp/shisetsuannai/kenkou/koreshashisetsu/zaitakuservice/index.html,,,アクセス方法 有楽町線・ゆりかもめ「豊洲」駅、都バス「枝川」;料金（詳細） 要介護度と所得により異なる,福祉,高齢者福祉施設,長寿応援課
131083,131083000136,江東区,江東区環境学習情報館,コウトウクカンキョウガクシュウジョウホウカン,,えこっくる江東,1399a,,,131083,,東京都江東区潮見1-29-7,東京都,江東区,潮見1丁目,29-7,,35.655819,139.811642,,,(03)3644-7130,,,,,1350052,,,火水木金土日,09:00:00,17:00:00,月曜が休日の場合は開館し、その日以後、直近の平日が休館日となる,,,,,有,有,,,,,,,,,,,,,https://www.city.koto.lg.jp/spot/ecoruku.html,https://www.city.koto.lg.jp/spot/ecoruku.html,本サイト上の文書・画像などの無断使用・転載、二次利用を禁止します。,アクセス方法 JR京葉線・JR武蔵野線「潮見駅」西口徒歩12分・東京メトロ有楽町線「辰巳駅」2番出口徒歩20分・都バス「潮見一丁目」バス停徒歩1分・都バス「枝川二丁目」バス停徒歩10分・都バス「辰巳一丁目」バス停徒歩10分,環境,環境学習情報館,温暖化対策課
131083,131083000137,江東区,江東区立清澄二丁目公園,コウトウクリツキヨスミニチョウメコウエン,,,1003a,,,131083,,東京都江東区清澄2-11-5,東京都,江東区,清澄2丁目,11-5,,35.682615,139.796194,,,(03)5683-5581,,,,,1350024,,,月火水木金土日,00:00,00:00,,,,,,,,,,,,,,,,,,,,https://www.city.koto.lg.jp/shisetsuannai/kokyo/koen/kuritsukoen/index.html,,,,公園・河川,区立公園,河川公園課
131083,131083000138,江東区,江東区立八名川公園,コウトウクリツヤナガワコウエン,,,1003a,,,131083,,東京都江東区新大橋3-1-18,東京都,江東区,新大橋3丁目,1-18,,35.686387,139.795732,,,(03)5683-5581,,,,,1350007,,,月火水木金土日,00:00,00:00,,,,,,,,,,,,,,,,,,,,https://www.city.koto.lg.jp/shisetsuannai/kokyo/koen/kuritsukoen/index.html,,,備考 公衆便所有,公園・河川,区立公園,河川公園課
131083,131083000139,江東区,江東区立森下公園,コウトウクリツモリシタコウエン,,,1003a,,,131083,,東京都江東区森下2-5-16,東京都,江東区,森下2丁目,5-16,,35.686451,139.799405,,,(03)5683-5581,,,,,1350004,,,月火水木金土日,00:00,00:00,,,,,,,,,,,,,,,,,,,,https://www.city.koto.lg.jp/shisetsuannai/kokyo/koen/kuritsukoen/index.html,,,備考 公衆便所有,公園・河川,区立公園,河川公園課
131083,131083000140,江東区,江東区立五間堀公園,コウトウクリツゴケンボリコウエン,,,1003a,,,131083,,東京都江東区森下2-30-7,東京都,江東区,森下2丁目,30-7,,35.689429,139.798448,,,(03)5683-5581,,,,,1350004,,,月火水木金土日,00:00,00:00,,,,,,,,,,,,,,,,,,,,https://www.city.koto.lg.jp/shisetsuannai/kokyo/koen/kuritsukoen/index.html,,,備考 公衆便所有,公園・河川,区立公園,河川公園課
131083,131083000141,江東区,江東区立高森公園,コウトウクリツタカモリコウエン,,,1003a,,,131083,,東京都江東区森下3-13-9,東京都,江東区,森下3丁目,13-9,,35.684789,139.802534,,,(03)5683-5581,,,,,1350004,,,月火水木金土日,00:00,00:00,,,,,,,,,,,,,,,,,,,,https://www.city.koto.lg.jp/shisetsuannai/kokyo/koen/kuritsukoen/index.html,,,備考 公衆便所有,公園・河川,区立公園,河川公園課
131083,131083000142,江東区,江東区立福富川公園,コウトウクリツフクトミガワコウエン,,,1003a,,,131083,,東京都江東区平野2-15先；平野3-3先；平野3-9先,東京都,江東区,平野2丁目,15 先；平野3-3先；平野3-9先,,35.677882,139.804491,,,(03)5683-5581,,,,,1350023,,,月火水木金土日,00:00,00:00,,,,,,,,,,,,,,,,,,,,https://www.city.koto.lg.jp/shisetsuannai/kokyo/koen/kuritsukoen/index.html,,,備考 公衆便所有,公園・河川,区立公園,河川公園課
131083,131083000143,江東区,江東区立平野四丁目公園,コウトウクリツヒラノヨンチョウメコウエン,,,1003a,,,131083,,東京都江東区平野4-5-1先,東京都,江東区,平野4丁目,5-1 先,,35.677702,139.809977,,,(03)5683-5581,,,,,1350023,,,月火水木金土日,00:00,00:00,,,,,,,,,,,,,,,,,,,,https://www.city.koto.lg.jp/shisetsuannai/kokyo/koen/kuritsukoen/index.html,,,,公園・河川,区立公園,河川公園課
131083,131083000144,江東区,江東区立白河一丁目公園,コウトウクリツシラカワイッチョウメコウエン,,,1003a,,,131083,,東京都江東区白河1-5-4,東京都,江東区,白河1丁目,5-4,,35.683196,139.800774,,,(03)5683-5581,,,,,1350021,,,月火水木金土日,00:00,00:00,,,,,,,,,,,,,,,,,,,,https://www.city.koto.lg.jp/shisetsuannai/kokyo/koen/kuritsukoen/index.html,,,備考 公衆便所有,公園・河川,区立公園,河川公園課
131083,131083000145,江東区,江東区立白河三丁目水辺公園,コウトウクリツシラカワサンチョウメミズベコウエン,,,1003a,,,131083,,東京都江東区白河3-18-17,東京都,江東区,白河3丁目,18-17,,35.683732,139.803953,,,(03)5683-5581,,,,,1350021,,,月火水木金土日,00:00,00:00,,,,,,,,,,,,,,,,,,,,https://www.city.koto.lg.jp/shisetsuannai/kokyo/koen/kuritsukoen/index.html,,,備考 公衆便所有,公園・河川,区立公園,河川公園課
131083,131083000146,江東区,江東区立元加賀公園,コウトウクリツモトカガコウエン,,,1003a,,,131083,,東京都江東区白河4-3-27,東京都,江東区,白河4丁目,3-27,,35.681868,139.808610,,,(03)5683-5581,,,,,1350021,,,月火水木金土日,00:00,00:00,,,,,,,,,,,,,,,,,,,,https://www.city.koto.lg.jp/shisetsuannai/kokyo/koen/kuritsukoen/index.html,,,備考 公衆便所有,公園・河川,区立公園,河川公園課
131083,131083000147,江東区,江東区立佐賀町公園,コウトウクリツサガチョウコウエン,,,1003a,,,131083,,東京都江東区佐賀1-15-5,東京都,江東区,佐賀1丁目,15-5,,35.676845,139.791442,,,(03)5683-5581,,,,,1350031,,,月火水木金土日,00:00,00:00,,,,,,,,,,,,,,,,,,,,https://www.city.koto.lg.jp/shisetsuannai/kokyo/koen/kuritsukoen/index.html,,,,公園・河川,区立公園,河川公園課
131083,131083000148,江東区,江東区立中の堀公園,コウトウクリツナカノホリコウエン,,,1003a,,,131083,,東京都江東区佐賀2-8-26,東京都,江東区,佐賀2丁目,8-26,,35.679534,139.792166,,,(03)5683-5581,,,,,1350031,,,月火水木金土日,00:00,00:00,,,,,,,,,,,,,,,,,,,,https://www.city.koto.lg.jp/shisetsuannai/kokyo/koen/kuritsukoen/index.html,,,,公園・河川,区立公園,河川公園課
